id;document;tag;content
72;O2.docx;1. Kullanım;Aslında burada bir sürü şey yazmış bütün nesne, diş fırçası, nesne parçası, ilişkili nesne aslında birçoğunu söyleyeyim hocam çünkü bir sürü gelişim ve disiplin alanı var biliyorsunuz. Sembol kullanıyorum tabi ki. Az gören çocuğum var hiç görmeyen çocuğum var, az gören çocukta mesela diş fırçası, oyun hamuru kapağı kullanıyorum. Kumaş, tahta kullanıyorum. Hiç görmeyen çocuklarda işaretler, işaret şeklinde bitti işareti gibi. Başka Gülbahar’da ne kullanıyoruz bittinin dışında sembolik işaretleri kullanıyoruz, baş baş işareti gibi, güle güle işareti gibi işaretler kullanıyorum.
72;O2.docx;1e. Görme engelli (az gören);Aslında burada bir sürü şey yazmış bütün nesne, diş fırçası, nesne parçası, ilişkili nesne aslında birçoğunu söyleyeyim hocam çünkü bir sürü gelişim ve disiplin alanı var biliyorsunuz. Sembol kullanıyorum tabi ki. Az gören çocuğum var hiç görmeyen çocuğum var, az gören çocukta mesela diş fırçası, oyun hamuru kapağı kullanıyorum. Kumaş, tahta kullanıyorum. Hiç görmeyen çocuklarda işaretler, işaret şeklinde bitti işareti gibi. Başka Gülbahar’da ne kullanıyoruz bittinin dışında sembolik işaretleri kullanıyoruz, baş baş işareti gibi, güle güle işareti gibi işaretler kullanıyorum.
72;O2.docx;1e. Görme engelli (total);Aslında burada bir sürü şey yazmış bütün nesne, diş fırçası, nesne parçası, ilişkili nesne aslında birçoğunu söyleyeyim hocam çünkü bir sürü gelişim ve disiplin alanı var biliyorsunuz. Sembol kullanıyorum tabi ki. Az gören çocuğum var hiç görmeyen çocuğum var, az gören çocukta mesela diş fırçası, oyun hamuru kapağı kullanıyorum. Kumaş, tahta kullanıyorum. Hiç görmeyen çocuklarda işaretler, işaret şeklinde bitti işareti gibi. Başka Gülbahar’da ne kullanıyoruz bittinin dışında sembolik işaretleri kullanıyoruz, baş baş işareti gibi, güle güle işareti gibi işaretler kullanıyorum.
73;O2.docx;1. Kullanım;Bu 0 – 2 yıl hocam. Yeni başlayan bir şey daha önceden ben kullanmıyordum. Çok kullanmıyordum yani.
73;O2.docx;1a. Kullanım süresi;Bu 0 – 2 yıl hocam. Yeni başlayan bir şey daha önceden ben kullanmıyordum. Çok kullanmıyordum yani.
74;O2.docx;1. Kullanım;Burada yine birkaç cevap verebilirim. Hizmet içi eğitimi almıştık geçen sene onun çok faydası oldu Pınar hocalar verdi. Haberiniz var mı bilmiyorum?
74;O2.docx;1a. Eğitim alma;Burada yine birkaç cevap verebilirim. Hizmet içi eğitimi almıştık geçen sene onun çok faydası oldu Pınar hocalar verdi. Haberiniz var mı bilmiyorum?
75;O2.docx;1. Kullanım;Evet hizmet içi eğitimden. Öğretmen arkadaşlarımdan birbirimizden çok faydamız oldu o manada. Ve okurum ben. Makale okuyaraktan. 3 cevabı verebilirim.
75;O2.docx;1a. Eğitim alma;Evet hizmet içi eğitimden. Öğretmen arkadaşlarımdan birbirimizden çok faydamız oldu o manada. Ve okurum ben. Makale okuyaraktan. 3 cevabı verebilirim.
75;O2.docx;1a. Akademik kaynak;Evet hizmet içi eğitimden. Öğretmen arkadaşlarımdan birbirimizden çok faydamız oldu o manada. Ve okurum ben. Makale okuyaraktan. 3 cevabı verebilirim.
75;O2.docx;1a. Öğretmen etkileşimi;Evet hizmet içi eğitimden. Öğretmen arkadaşlarımdan birbirimizden çok faydamız oldu o manada. Ve okurum ben. Makale okuyaraktan. 3 cevabı verebilirim.
76;O2.docx;1. Kullanım;Yemekhane ve tuvalet kullanıyoruz.
76;O2.docx;2. Gelişim Alanları;Yemekhane ve tuvalet kullanıyoruz.
76;O2.docx;1c. Yer sembolleri;Yemekhane ve tuvalet kullanıyoruz.
76;O2.docx;2a. Öz bakım;Yemekhane ve tuvalet kullanıyoruz.
77;O2.docx;1b. Bütün nesne;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
77;O2.docx;1b. İlişkili nesne;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
77;O2.docx;1. Kullanım;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
77;O2.docx;1c. Etkinlik sembolleri;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
77;O2.docx;2. Gelişim Alanları;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
77;O2.docx;2a. Öz bakım;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
77;O2.docx;2a. Günlük yaşam becerileri;Kaşık, çatal, diş fırçası kullanıyoruz bunların hepsini kullanıyoruz aslında.
78;O2.docx;1. Kullanım;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
78;O2.docx;2. Gelişim Alanları;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
78;O2.docx;2a. Akademik beceriler;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
78;O2.docx;1c. Zaman/takvim sembolleri;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
79;O2.docx;1b. Bütün nesne;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1b. İlişkili nesne;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1b. Yapı/doku;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1. Kullanım;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1c. Kişi sembolleri;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;2. Gelişim Alanları;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;2a. Akademik beceriler;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;2a. Dil ve iletişim;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
82;O2.docx;1b. Bütün nesne;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;1. Kullanım;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;2. Gelişim Alanları;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;2a. Akademik beceriler;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;3. Öneriler;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;3a. Akademik beceriler;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
83;O2.docx;1b. Bütün nesne;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;1. Kullanım;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;1c. Etkinlik sembolleri;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;2. Gelişim Alanları;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;2a. Öz bakım;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
85;O2.docx;1. Kullanım;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;2. Gelişim Alanları;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;2a. Akademik beceriler;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;1d. Yazı içerme;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;2a. Okuma-yazma;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
86;O2.docx;1. Kullanım;Aynen gören çocuklarda sıraya genelde. Siyah bir kumaş aldırdık veliye. Siyah bir kumaş seriyoruz ya da etkinliğin rengine göre alta bembeyaz bir karton seriyorum az gören bir tane öğrencim var zaten bunu yapıyoruz. Yani az gören öğrencinin XXX zıtlığa göre.
86;O2.docx;1d. Görsel uyarlama;Aynen gören çocuklarda sıraya genelde. Siyah bir kumaş aldırdık veliye. Siyah bir kumaş seriyoruz ya da etkinliğin rengine göre alta bembeyaz bir karton seriyorum az gören bir tane öğrencim var zaten bunu yapıyoruz. Yani az gören öğrencinin XXX zıtlığa göre.
89;O2.docx;1. Kullanım;Gerçek görüntülerden oluşmaktadır. Geneli öyle. Çizim görüntülerinden oluşmaktadır. Bu da zaten çok işimize yaramıyor.
89;O2.docx;1d. Görsel içerik;Gerçek görüntülerden oluşmaktadır. Geneli öyle. Çizim görüntülerinden oluşmaktadır. Bu da zaten çok işimize yaramıyor.
98;O3.docx;1. Kullanım;Görme var, zihinsel var, otizm var, fiziksel var.
98;O3.docx;1e. Görme engelli (az gören);Görme var, zihinsel var, otizm var, fiziksel var.
98;O3.docx;1e. Görme engelli (total);Görme var, zihinsel var, otizm var, fiziksel var.
98;O3.docx;1e. Otizm;Görme var, zihinsel var, otizm var, fiziksel var.
98;O3.docx;1e. Zihinsel yetersizlik;Görme var, zihinsel var, otizm var, fiziksel var.
99;O3.docx;1b. Bütün nesne;Bütün nesne kullanıyoruz öncelikle. İlişkili nesneler de kullanıyoruz. Yapı veya şekiller de kullanıyoruz. Karta yapıştırılmış dokunulabilir sembollerde kullanıyoruz. Fotoğraf kullanıyoruz. Yani grafik bu sene çok kullanmadık da geçen sene, bu sene için konuşsam olur değil mi?
99;O3.docx;1b. İlişkili nesne;Bütün nesne kullanıyoruz öncelikle. İlişkili nesneler de kullanıyoruz. Yapı veya şekiller de kullanıyoruz. Karta yapıştırılmış dokunulabilir sembollerde kullanıyoruz. Fotoğraf kullanıyoruz. Yani grafik bu sene çok kullanmadık da geçen sene, bu sene için konuşsam olur değil mi?
99;O3.docx;1b. Yapı/doku;Bütün nesne kullanıyoruz öncelikle. İlişkili nesneler de kullanıyoruz. Yapı veya şekiller de kullanıyoruz. Karta yapıştırılmış dokunulabilir sembollerde kullanıyoruz. Fotoğraf kullanıyoruz. Yani grafik bu sene çok kullanmadık da geçen sene, bu sene için konuşsam olur değil mi?
99;O3.docx;1. Kullanım;Bütün nesne kullanıyoruz öncelikle. İlişkili nesneler de kullanıyoruz. Yapı veya şekiller de kullanıyoruz. Karta yapıştırılmış dokunulabilir sembollerde kullanıyoruz. Fotoğraf kullanıyoruz. Yani grafik bu sene çok kullanmadık da geçen sene, bu sene için konuşsam olur değil mi?
99;O3.docx;1b. Resim/fotoğraf;Bütün nesne kullanıyoruz öncelikle. İlişkili nesneler de kullanıyoruz. Yapı veya şekiller de kullanıyoruz. Karta yapıştırılmış dokunulabilir sembollerde kullanıyoruz. Fotoğraf kullanıyoruz. Yani grafik bu sene çok kullanmadık da geçen sene, bu sene için konuşsam olur değil mi?
100;O3.docx;1b. Dokunsal resim/grafik;O zaman grafik onu da işaretledim.
100;O3.docx;1. Kullanım;O zaman grafik onu da işaretledim.
100;O3.docx;1b. Grafik/ikon;O zaman grafik onu da işaretledim.
101;O3.docx;1. Kullanım;Yani çalışmaya başladığımdan beri, o da dördüncü yılımda olduğuma göre.
101;O3.docx;1a. Kullanım süresi;Yani çalışmaya başladığımdan beri, o da dördüncü yılımda olduğuma göre.
102;O3.docx;1. Kullanım;Çünkü çok engelliler sınıfındaydım ben ve sembolleri hep kullandık yani. O yüzden 2-5 yıl arası diyorum ben.
102;O3.docx;1a. Kullanım süresi;Çünkü çok engelliler sınıfındaydım ben ve sembolleri hep kullandık yani. O yüzden 2-5 yıl arası diyorum ben.
103;O3.docx;1. Kullanım;Yani bunu en çok ben şeyden edindim, lisans derslerinden diyeyim öncelikle. Ama şeyde stajdayken ben Pınar Hocamızın stajyeriydim özellikle ona çalışırken sembol kullanımını edinmiştim.
103;O3.docx;1a. Eğitim alma;Yani bunu en çok ben şeyden edindim, lisans derslerinden diyeyim öncelikle. Ama şeyde stajdayken ben Pınar Hocamızın stajyeriydim özellikle ona çalışırken sembol kullanımını edinmiştim.
104;O3.docx;1. Kullanım;sadece lisans derslerinden diyorum ben.
104;O3.docx;1a. Eğitim alma;sadece lisans derslerinden diyorum ben.
105;O3.docx;1. Kullanım;Kişi sembolleri, yer sembolleri, etkinlik sembolleri, takvim sembolleri
105;O3.docx;1c. Etkinlik sembolleri;Kişi sembolleri, yer sembolleri, etkinlik sembolleri, takvim sembolleri
105;O3.docx;1c. Kişi sembolleri;Kişi sembolleri, yer sembolleri, etkinlik sembolleri, takvim sembolleri
105;O3.docx;1c. Zaman/takvim sembolleri;Kişi sembolleri, yer sembolleri, etkinlik sembolleri, takvim sembolleri
105;O3.docx;1c. Yer sembolleri;Kişi sembolleri, yer sembolleri, etkinlik sembolleri, takvim sembolleri
106;O3.docx;1. Kullanım;Kişi sembolü kullanıyorum
106;O3.docx;1c. Kişi sembolleri;Kişi sembolü kullanıyorum
107;O3.docx;1b. Bütün nesne;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;1. Kullanım;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;1c. Etkinlik sembolleri;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;2a. Sosyal etkileşim;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;2. Gelişim Alanları;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;1f. Sabah toplantısı;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
108;O3.docx;1b. Bütün nesne;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1b. Nesne parçası;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1b. İlişkili nesne;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1. Kullanım;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1c. Kişi sembolleri;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;2. Gelişim Alanları;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;2a. Yönelim ve bağımsız hareket;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
109;O3.docx;1. Kullanım;Geçen sene ama geçen seneki sınıfımızda yemekhanenin sadece sembolü vardı sadece. Ona ihtiyaç duyuyorduk onun dışında da herhangi bir sembol kullanmadık yer sembolü.
109;O3.docx;1c. Yer sembolleri;Geçen sene ama geçen seneki sınıfımızda yemekhanenin sadece sembolü vardı sadece. Ona ihtiyaç duyuyorduk onun dışında da herhangi bir sembol kullanmadık yer sembolü.
109;O3.docx;1f. Yeme-içme;Geçen sene ama geçen seneki sınıfımızda yemekhanenin sadece sembolü vardı sadece. Ona ihtiyaç duyuyorduk onun dışında da herhangi bir sembol kullanmadık yer sembolü.
110;O3.docx;1. Kullanım;Çataldı
110;O3.docx;1c. Yer sembolleri;Çataldı
111;O3.docx;1. Kullanım;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
111;O3.docx;2. Gelişim Alanları;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
111;O3.docx;1c. Yer sembolleri;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
111;O3.docx;2a. Yönelim ve bağımsız hareket;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
112;O3.docx;1b. İlişkili nesne;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;1. Kullanım;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;1c. Etkinlik sembolleri;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;2. Gelişim Alanları;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;2a. Akademik beceriler;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;1f. Matematik;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
113;O3.docx;1. Kullanım;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;1c. Etkinlik sembolleri;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;2. Gelişim Alanları;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;2a. Okuma-yazma;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;1f. Okuma-yazma;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
114;O3.docx;1. Kullanım;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;2. Gelişim Alanları;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;2a. Akademik beceriler;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;1c. Zaman/takvim sembolleri;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;1f. Akademik beceriler;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
117;O3.docx;1. Kullanım;belli ölçülerde yani şu şey belli ölçülerdeki kartları yapıştırılmış bunu taşıyor. Bu sembolün adı kabartma yazı ile belirtilmiş. Bu sene bizim okuma yazma öğrenen çocuğumuz olmadığı için biz bunum hiç yapmadık ama geçen sene bunu yapmıştık. Ama yine işaretleyim değil mi?
117;O3.docx;1d. Yazı içerme;belli ölçülerde yani şu şey belli ölçülerdeki kartları yapıştırılmış bunu taşıyor. Bu sembolün adı kabartma yazı ile belirtilmiş. Bu sene bizim okuma yazma öğrenen çocuğumuz olmadığı için biz bunum hiç yapmadık ama geçen sene bunu yapmıştık. Ama yine işaretleyim değil mi?
117;O3.docx;1d. Belirli ölçülerde olma;belli ölçülerde yani şu şey belli ölçülerdeki kartları yapıştırılmış bunu taşıyor. Bu sembolün adı kabartma yazı ile belirtilmiş. Bu sene bizim okuma yazma öğrenen çocuğumuz olmadığı için biz bunum hiç yapmadık ama geçen sene bunu yapmıştık. Ama yine işaretleyim değil mi?
